Dptr Hour,Length of Flight (Hrs),Day of Week,Passengers Boarded,Stock Out Occurred,Cheese Platters Sold
6,4,Thursday,165,0,17
21,6,Wednesday,155,0,19
14,5,Tuesday,135,0,18
12,1,Sunday,135,0,16
2,2,Sunday,116,0,11
2,3,Wednesday,165,0,18
14,5,Friday,111,0,15
9,1,Thursday,147,0,19
9,4,Friday,153,0,19
13,5,Sunday,132,0,17
17,1,Monday,146,0,19
20,5,Tuesday,114,0,12
24,4,Tuesday,134,0,14
3,6,Tuesday,138,0,15
23,5,Thursday,111,0,12
15,4,Saturday,117,0,14
3,6,Sunday,108,0,11
23,1,Tuesday,162,0,16
4,4,Wednesday,165,0,19
23,3,Tuesday,143,0,15
22,5,Monday,128,0,14
6,6,Thursday,138,0,16
24,1,Tuesday,140,0,15
1,6,Saturday,147,0,15
15,6,Tuesday,124,0,18
23,2,Tuesday,122,0,12
18,5,Sunday,150,0,19
3,3,Friday,137,0,15
11,2,Sunday,144,0,18
6,6,Friday,132,0,15
1,1,Thursday,141,0,14
20,1,Saturday,149,0,14
20,6,Sunday,150,0,15
16,2,Sunday,104,0,12
4,3,Wednesday,132,0,13
0,5,Saturday,115,0,11
0,5,Saturday,103,0,10
16,1,Friday,122,0,15
19,1,Friday,129,0,16
17,1,Wednesday,136,0,17
24,4,Friday,159,0,17
16,2,Wednesday,132,0,18
14,1,Saturday,128,0,14
15,5,Friday,91,0,13
2,5,Sunday,165,0,16
21,6,Sunday,165,0,16
21,3,Tuesday,147,0,15
3,1,Tuesday,114,0,12
16,1,Thursday,87,0,11
13,4,Wednesday,137,0,18
1,5,Thursday,158,0,17
9,2,Monday,133,0,18
2,5,Wednesday,114,0,12
1,5,Wednesday,165,0,18
23,5,Sunday,154,0,15
14,6,Saturday,132,0,17
8,5,Friday,116,0,16
2,6,Saturday,161,0,15
16,6,Thursday,134,0,19
8,2,Tuesday,122,0,16
17,1,Tuesday,125,0,17
3,4,Friday,139,0,15
10,1,Monday,124,0,17
9,6,Saturday,138,0,16
3,4,Friday,128,0,14
12,5,Wednesday,118,0,16
9,4,Monday,134,0,18
2,1,Thursday,140,0,13
12,5,Saturday,132,0,17
14,6,Thursday,110,0,15
1,3,Wednesday,156,0,16
2,4,Friday,165,0,17
8,2,Monday,136,0,18
0,4,Monday,143,0,15
16,4,Saturday,117,0,15
10,2,Saturday,102,0,12
24,5,Sunday,136,0,13
12,1,Monday,139,0,19
2,2,Tuesday,163,0,17
13,4,Saturday,139,0,18
11,6,Monday,113,0,16
1,1,Monday,110,0,11
0,2,Wednesday,130,0,12
13,1,Tuesday,125,0,17
21,2,Wednesday,118,0,12
22,4,Thursday,159,0,17
12,6,Sunday,127,0,16
18,4,Tuesday,131,0,19
22,2,Wednesday,165,0,17
16,1,Tuesday,155,0,19
21,6,Sunday,119,0,13
18,1,Monday,118,0,16
0,1,Tuesday,158,0,15
3,1,Tuesday,160,0,15
5,2,Tuesday,139,0,13
4,4,Sunday,146,0,14
24,3,Sunday,137,0,13
6,6,Sunday,146,0,15
23,5,Friday,137,0,14
23,1,Friday,165,0,17
2,5,Tuesday,128,0,14
23,2,Tuesday,165,0,16
22,6,Friday,111,0,12
15,2,Saturday,113,0,14
7,1,Friday,161,0,17
21,5,Thursday,150,0,16
20,4,Thursday,144,0,16
1,4,Friday,117,0,12
18,3,Saturday,95,0,12
10,2,Wednesday,148,0,19
14,5,Thursday,121,0,17
16,6,Monday,108,0,15
20,2,Sunday,150,0,14
11,2,Sunday,152,0,18
16,1,Sunday,142,0,17
5,5,Saturday,165,0,16
19,1,Wednesday,122,0,16
21,4,Sunday,135,0,13
10,5,Wednesday,142,0,19
8,2,Sunday,129,0,16
7,4,Tuesday,138,0,14
11,5,Monday,126,0,17
11,5,Friday,112,0,14
1,5,Friday,149,0,17
20,1,Saturday,131,0,11
9,6,Wednesday,109,0,15
17,6,Friday,135,0,18
13,4,Thursday,144,0,18
15,1,Sunday,153,0,19
14,1,Saturday,112,0,15
0,6,Tuesday,138,0,16
15,2,Friday,137,0,18
14,2,Saturday,106,0,13
12,3,Saturday,139,0,16
19,6,Sunday,149,0,19
5,3,Saturday,165,0,15
10,3,Wednesday,128,0,18
18,2,Friday,123,0,16
0,6,Wednesday,141,0,16
1,2,Wednesday,144,0,16
24,3,Friday,114,0,12
0,2,Thursday,165,0,17
0,2,Thursday,117,0,12
15,3,Monday,125,0,16
6,6,Tuesday,138,0,16
12,5,Sunday,135,0,18
9,4,Monday,103,0,14
5,5,Monday,144,0,16
4,3,Thursday,108,0,11
22,3,Thursday,138,0,13
4,3,Thursday,147,0,15
16,5,Thursday,115,0,16
20,1,Thursday,165,0,16
6,6,Tuesday,127,0,14
16,3,Thursday,121,0,17
3,1,Saturday,147,0,12
11,2,Saturday,102,0,12
0,4,Friday,156,0,18
16,3,Saturday,98,0,13
20,4,Wednesday,151,0,16
5,6,Sunday,160,0,16
11,1,Monday,134,0,16
1,2,Friday,120,0,10
6,1,Saturday,148,0,13
13,2,Friday,127,0,17
12,2,Saturday,106,0,13
7,2,Tuesday,133,0,13
5,4,Sunday,125,0,12
19,3,Saturday,137,0,18
0,5,Saturday,139,0,15
4,4,Monday,111,0,12
3,3,Monday,124,0,13
23,6,Friday,127,0,14
18,3,Saturday,128,0,16
11,2,Saturday,127,0,17
19,1,Saturday,114,0,14
12,3,Tuesday,138,0,19
22,6,Friday,165,0,19
6,2,Thursday,165,0,17
11,2,Sunday,117,0,15
7,4,Tuesday,127,0,13
12,2,Tuesday,132,0,16
3,4,Monday,165,0,17
20,4,Tuesday,150,0,15
17,5,Sunday,104,0,14
12,5,Monday,141,0,19
3,6,Saturday,137,0,14
22,1,Wednesday,134,0,13
12,1,Friday,102,0,14
15,3,Monday,127,0,17
13,1,Sunday,159,0,19
7,6,Saturday,151,0,15
0,4,Thursday,126,0,13
5,1,Tuesday,165,0,19
8,4,Thursday,118,0,16
13,6,Saturday,77,0,10
22,5,Monday,119,0,14
9,5,Wednesday,93,0,13
20,2,Saturday,128,0,11
16,4,Friday,120,0,17
23,1,Monday,165,0,17
15,2,Sunday,79,0,10
16,1,Tuesday,150,0,19
12,2,Sunday,125,0,15
8,4,Wednesday,120,0,17
23,4,Tuesday,135,0,13
7,2,Monday,140,0,16
4,4,Thursday,138,0,15
5,3,Saturday,148,0,15
1,1,Saturday,155,0,13
4,1,Wednesday,123,0,12
18,1,Sunday,155,0,19
3,4,Wednesday,123,0,13
9,4,Friday,112,0,15
0,5,Wednesday,123,0,13
2,3,Tuesday,134,0,15
12,1,Tuesday,137,0,18
0,1,Tuesday,153,0,16
6,1,Friday,165,0,18
10,1,Thursday,126,0,17
5,6,Sunday,163,0,16
14,3,Tuesday,149,0,19
16,2,Saturday,146,0,19
23,3,Thursday,122,0,12
20,5,Wednesday,135,0,15
17,4,Thursday,101,0,13
5,1,Friday,113,0,11
3,5,Sunday,153,0,14
0,4,Tuesday,165,0,17
20,3,Wednesday,137,0,13
24,4,Saturday,128,0,13
12,3,Saturday,102,0,12
14,5,Wednesday,126,0,18
7,6,Sunday,151,0,16
2,3,Tuesday,100,0,11
12,4,Friday,127,0,18
12,2,Tuesday,124,0,17
22,2,Monday,121,0,13
12,2,Tuesday,125,0,17
23,4,Wednesday,124,0,12
24,1,Saturday,122,0,10
5,3,Thursday,145,0,14
22,6,Friday,118,0,13
1,6,Thursday,161,0,18
16,3,Friday,144,0,19
10,3,Wednesday,106,0,14
13,5,Thursday,116,0,15
6,5,Monday,145,0,16
6,4,Sunday,145,0,13
13,5,Tuesday,123,0,17
10,1,Monday,135,0,18
20,6,Thursday,165,0,19
20,1,Saturday,158,0,15
21,2,Friday,137,0,13
20,6,Saturday,161,0,16
13,4,Tuesday,128,0,17
9,1,Friday,144,0,18
16,3,Wednesday,140,0,19
22,6,Saturday,138,0,13
22,3,Monday,142,0,14
0,4,Tuesday,144,0,16
5,4,Tuesday,147,0,15
23,5,Monday,144,0,16
8,2,Sunday,165,0,19
9,6,Monday,95,0,14
20,6,Monday,117,0,13
24,5,Saturday,165,0,16
15,4,Sunday,138,0,17
23,1,Tuesday,163,0,16
2,3,Monday,165,0,16
23,3,Sunday,129,0,13
19,6,Tuesday,126,0,18
0,3,Tuesday,148,0,16
24,4,Wednesday,119,0,13
6,2,Friday,147,0,14
20,6,Monday,165,0,19
11,5,Friday,115,0,17
23,5,Saturday,126,0,12
10,6,Saturday,126,0,16
18,2,Saturday,106,0,13
7,2,Saturday,134,0,12
20,2,Thursday,165,0,17
16,1,Thursday,115,0,14
0,1,Thursday,137,0,15
1,1,Saturday,156,0,14
11,2,Sunday,130,0,16
5,6,Friday,130,0,14
6,6,Friday,133,0,16
7,1,Wednesday,129,0,12
23,4,Monday,165,0,17
20,1,Tuesday,155,0,16
23,3,Monday,153,0,17
1,6,Monday,165,0,18
17,1,Thursday,102,0,14
23,5,Monday,140,0,15
2,4,Wednesday,153,0,17
1,2,Tuesday,94,0,10
5,4,Friday,159,0,17
5,6,Thursday,118,0,13
23,2,Thursday,159,0,16
21,1,Thursday,165,0,17
24,2,Saturday,122,0,12
5,1,Saturday,158,0,13
12,3,Sunday,130,0,17
3,1,Saturday,131,0,12
5,1,Tuesday,61,0,6
2,5,Sunday,139,0,14
7,1,Sunday,165,0,13
17,1,Tuesday,127,0,16
0,5,Saturday,148,0,15
3,6,Friday,121,0,13
18,2,Thursday,124,0,17
2,6,Friday,136,0,15
8,6,Friday,115,0,16
7,1,Tuesday,165,0,16
5,5,Saturday,165,0,15
21,4,Sunday,116,0,10
0,6,Sunday,151,0,15
23,6,Tuesday,165,0,18
10,5,Thursday,128,0,18
22,4,Thursday,152,0,16
7,1,Tuesday,109,0,11
14,3,Saturday,147,0,17
17,3,Tuesday,147,0,19
22,1,Tuesday,137,0,15
2,1,Thursday,124,0,14
16,4,Monday,125,0,17
17,3,Wednesday,144,0,19
4,4,Friday,129,0,14
3,4,Thursday,165,0,19
19,3,Thursday,99,0,13
0,6,Saturday,165,0,16
8,4,Friday,126,0,17
22,1,Saturday,132,0,12
1,2,Tuesday,149,0,16
5,5,Thursday,165,0,19
1,4,Tuesday,101,0,11
23,3,Friday,165,0,19
0,3,Sunday,123,0,12
22,4,Friday,164,0,17
19,4,Thursday,142,0,18
3,5,Friday,141,0,15
1,1,Monday,133,0,13
18,1,Tuesday,144,0,19
21,2,Wednesday,117,0,11
5,6,Friday,108,0,12
18,2,Tuesday,121,0,16
13,6,Tuesday,137,0,18
24,1,Wednesday,124,0,13
5,3,Monday,96,0,9
20,1,Wednesday,112,0,13
20,1,Monday,165,0,17
0,5,Thursday,162,0,18
0,4,Friday,98,0,10
3,2,Friday,165,0,18
9,4,Saturday,145,0,18
5,5,Friday,162,0,18
8,4,Saturday,133,0,16
23,5,Sunday,165,0,16
17,2,Friday,121,0,15
2,3,Tuesday,113,0,12
5,2,Tuesday,128,0,14
4,5,Monday,109,0,13
9,3,Tuesday,104,0,15
22,4,Monday,145,0,15
22,4,Wednesday,163,0,17
0,1,Friday,116,0,12
18,1,Saturday,125,0,15
2,2,Saturday,154,0,13
20,6,Monday,141,0,15
2,1,Thursday,134,0,14
9,3,Monday,145,0,19
15,3,Thursday,123,0,17
23,3,Sunday,160,0,15
16,5,Monday,129,0,17
13,4,Wednesday,135,0,19
13,1,Saturday,165,0,19
5,5,Sunday,122,0,12
10,1,Monday,149,0,18
11,5,Friday,105,0,14
0,5,Tuesday,158,0,17
13,1,Tuesday,146,0,19
11,1,Wednesday,149,0,19
2,1,Tuesday,146,0,15
13,2,Wednesday,101,0,14
15,1,Sunday,127,0,15
5,4,Tuesday,106,0,11
10,5,Sunday,124,0,16
23,5,Saturday,165,0,15
10,1,Sunday,135,0,16
19,1,Saturday,119,0,15
5,2,Saturday,130,0,11
3,4,Tuesday,148,0,17
4,4,Tuesday,143,0,14
8,4,Sunday,144,0,18
22,1,Friday,135,0,14
24,3,Friday,158,0,15
20,3,Wednesday,127,0,13
9,1,Tuesday,147,0,19
14,4,Tuesday,112,0,15
3,4,Sunday,119,0,11
12,2,Sunday,128,0,17
23,6,Saturday,155,0,15
11,4,Tuesday,111,0,16
5,2,Monday,161,0,18
16,6,Wednesday,125,0,17
3,3,Saturday,112,0,10
10,6,Monday,106,0,14
0,5,Sunday,150,0,15
7,4,Saturday,116,0,11
0,6,Friday,158,0,18
23,5,Sunday,125,0,13
5,3,Thursday,130,0,13
20,6,Wednesday,165,0,16
3,3,Saturday,124,0,12
19,5,Wednesday,120,0,16
23,6,Monday,139,0,15
9,1,Sunday,154,0,19
6,3,Thursday,136,0,14
5,3,Saturday,165,0,17
2,4,Sunday,126,0,12
13,4,Wednesday,49,0,7
17,3,Wednesday,137,0,19
4,3,Monday,151,0,15
2,3,Friday,132,0,13
2,6,Monday,144,0,16
3,5,Thursday,141,0,15
12,1,Thursday,107,0,14
22,2,Saturday,130,0,12
11,2,Friday,101,0,14
23,4,Tuesday,164,0,18
21,3,Tuesday,149,0,15
2,1,Saturday,165,0,17
7,6,Tuesday,85,0,9
22,1,Sunday,165,0,15
10,4,Sunday,104,0,14
6,5,Sunday,165,0,16
1,3,Sunday,130,0,11
18,4,Saturday,140,0,17
1,3,Friday,163,0,16
22,1,Tuesday,139,0,13
7,3,Sunday,165,0,14
1,5,Friday,134,0,14
7,2,Thursday,132,0,13
0,3,Tuesday,150,0,14
8,4,Wednesday,126,0,17
19,5,Tuesday,131,0,17
16,1,Tuesday,143,0,18
14,2,Wednesday,121,0,15
23,4,Monday,150,0,16
15,6,Saturday,111,0,15
21,4,Sunday,141,0,13
17,6,Thursday,138,0,18
20,6,Thursday,147,0,17
22,6,Sunday,153,0,14
18,3,Friday,110,0,15
16,3,Monday,119,0,16
15,1,Friday,98,0,13
7,3,Friday,135,0,14
5,2,Saturday,165,0,15
13,1,Tuesday,139,0,18
1,1,Tuesday,165,0,17
24,1,Thursday,150,0,16
6,1,Saturday,145,0,13
6,4,Saturday,130,0,12
20,2,Saturday,153,0,16
16,3,Saturday,136,0,17
3,4,Sunday,142,0,14
14,6,Friday,124,0,17
14,3,Saturday,147,0,18
13,2,Friday,150,0,19
21,6,Wednesday,156,0,16
3,1,Friday,121,0,11
14,6,Saturday,96,0,13
6,5,Saturday,120,0,11
11,2,Thursday,119,0,15
17,6,Saturday,142,0,17
11,6,Saturday,130,0,17
8,6,Sunday,136,0,18
3,2,Friday,121,0,13
20,5,Thursday,127,0,14
10,5,Sunday,84,0,11
7,4,Sunday,147,0,14
10,6,Saturday,135,0,18
0,1,Wednesday,152,0,16
12,1,Saturday,116,0,13
5,4,Wednesday,165,0,18
8,3,Thursday,118,0,16
20,2,Wednesday,139,0,15
21,3,Thursday,165,0,18
2,6,Monday,131,0,14
14,4,Tuesday,135,0,17
19,5,Monday,139,0,19
5,4,Saturday,126,0,12
2,5,Friday,149,0,15
4,3,Tuesday,162,0,17
13,1,Sunday,159,0,19
7,4,Friday,116,0,12
0,4,Friday,143,0,14
2,4,Saturday,140,0,14
2,5,Tuesday,161,0,16
22,5,Saturday,157,0,16
16,4,Saturday,139,0,18
0,4,Saturday,156,0,15
11,2,Monday,111,0,15
24,4,Thursday,135,0,16
13,1,Saturday,160,0,18
2,1,Monday,104,0,10
4,1,Wednesday,115,0,12
24,3,Tuesday,124,0,12
2,2,Sunday,165,0,15
4,5,Monday,136,0,14
6,4,Saturday,111,0,11
9,3,Monday,144,0,19
17,3,Monday,117,0,15
9,2,Sunday,103,0,12
22,3,Wednesday,107,0,11
6,4,Sunday,152,0,13
17,5,Saturday,107,0,14
11,2,Sunday,91,0,11
20,1,Saturday,99,0,9
19,4,Friday,117,0,15
19,5,Thursday,116,0,16
5,1,Saturday,119,0,12
12,6,Saturday,123,0,17
16,1,Thursday,137,0,17
0,5,Thursday,165,0,18
13,1,Tuesday,110,0,15
8,3,Friday,127,0,17
6,6,Thursday,73,0,7
9,4,Tuesday,132,0,19
19,1,Thursday,117,0,14
3,5,Monday,106,0,11
2,6,Friday,105,0,11
20,1,Wednesday,165,0,15
24,6,Thursday,154,0,17
5,6,Wednesday,101,0,12
5,4,Saturday,137,0,14
16,3,Monday,114,0,16
9,1,Friday,112,0,16
5,4,Tuesday,97,0,11
12,3,Tuesday,119,0,16
3,4,Tuesday,81,0,8
4,3,Sunday,136,0,13
1,6,Friday,157,0,18
1,5,Thursday,102,0,10
7,6,Wednesday,165,0,17
17,5,Sunday,115,0,14
24,2,Thursday,132,0,14
7,6,Sunday,165,0,16
9,4,Monday,91,0,13
15,2,Sunday,108,0,13
5,2,Thursday,105,0,11
19,5,Thursday,112,0,16
10,5,Thursday,116,0,17
11,5,Saturday,124,0,17
3,1,Tuesday,144,0,14
5,1,Wednesday,145,0,15
19,1,Sunday,152,0,18
0,1,Saturday,113,0,11
20,6,Friday,137,0,15
22,5,Monday,140,0,15
14,5,Friday,119,0,17
7,2,Saturday,139,0,13
5,6,Saturday,128,0,13
20,6,Monday,165,0,18
6,1,Friday,129,0,13
21,3,Thursday,127,0,14
1,6,Thursday,86,0,10
4,1,Sunday,140,0,12
20,2,Sunday,121,0,11
1,3,Friday,145,0,16
0,4,Monday,135,0,15
18,5,Tuesday,119,0,18
5,1,Wednesday,99,0,10
24,5,Monday,114,0,12
1,1,Friday,144,0,15
10,3,Thursday,132,0,19
23,4,Thursday,139,0,15
14,6,Thursday,142,0,19
6,1,Thursday,128,0,12
17,2,Saturday,152,0,19
3,4,Friday,136,0,15
9,2,Friday,129,0,18
21,4,Saturday,126,0,13
23,5,Sunday,132,0,12
8,5,Saturday,158,0,19
10,2,Friday,113,0,16
13,2,Thursday,111,0,16
23,1,Monday,98,0,10
8,4,Friday,102,0,14
3,1,Wednesday,109,0,11
2,2,Sunday,165,0,15
4,4,Tuesday,137,0,15
3,5,Tuesday,165,0,17
12,1,Friday,129,0,18
3,4,Thursday,139,0,14
23,1,Friday,119,0,12
0,2,Saturday,163,0,15
20,3,Saturday,156,0,14
3,2,Sunday,103,0,9
7,3,Thursday,156,0,16
2,3,Wednesday,158,0,17
14,5,Saturday,125,0,17
4,3,Thursday,118,0,12
16,2,Saturday,124,0,15
22,4,Sunday,142,0,14
16,5,Sunday,142,0,18
20,6,Friday,125,0,13
16,3,Sunday,78,0,9
16,6,Saturday,144,0,19
13,4,Sunday,89,0,11
8,1,Saturday,165,0,19
6,5,Saturday,130,0,12
3,3,Friday,137,0,14
5,4,Saturday,158,0,15
14,3,Tuesday,102,0,12
8,4,Thursday,142,0,19
1,2,Thursday,80,0,9
1,1,Saturday,150,0,14
23,4,Thursday,138,0,14
22,5,Saturday,165,0,16
21,5,Thursday,147,0,16
22,5,Wednesday,123,0,13
4,5,Thursday,165,0,17
8,2,Thursday,125,0,17
3,2,Friday,126,0,13
4,6,Saturday,133,0,13
16,2,Saturday,146,0,19
15,2,Saturday,154,0,19
3,6,Tuesday,154,0,18
9,2,Thursday,95,0,13
21,3,Friday,165,0,18
4,4,Wednesday,157,0,17
24,3,Thursday,165,0,18
1,3,Monday,126,0,14
1,6,Friday,164,0,18
9,5,Sunday,138,0,18
9,4,Thursday,124,0,16
16,6,Sunday,126,0,16
5,4,Friday,144,0,16
19,4,Sunday,143,0,17
22,6,Thursday,128,0,13
14,5,Tuesday,90,0,12
2,2,Thursday,154,0,16
4,2,Thursday,162,0,17
24,4,Friday,94,0,10
11,1,Friday,113,0,15
2,3,Wednesday,165,0,18
24,2,Thursday,150,0,15
8,2,Saturday,140,0,18
3,1,Friday,120,0,13
13,4,Monday,116,0,16
5,6,Monday,123,0,14
0,4,Thursday,144,0,14
7,2,Monday,150,0,14
10,5,Monday,98,0,15
13,4,Sunday,150,0,19
7,4,Saturday,125,0,11
4,6,Saturday,106,0,10
15,3,Sunday,147,0,19
0,1,Wednesday,151,0,15
10,4,Monday,144,0,19
14,4,Thursday,123,0,16
16,5,Saturday,139,0,18
13,3,Tuesday,109,0,14
10,2,Monday,115,0,16
2,6,Friday,165,0,19
5,2,Tuesday,122,0,12
7,2,Monday,138,0,15
17,5,Sunday,149,0,18
5,3,Saturday,128,0,12
19,2,Tuesday,135,0,18
22,2,Wednesday,144,0,15
2,4,Saturday,148,0,14
6,3,Friday,135,0,14
4,5,Monday,148,0,17
10,4,Tuesday,137,0,19
23,6,Thursday,104,0,12
4,5,Saturday,117,0,12
20,1,Monday,133,0,12
13,2,Saturday,123,0,15
23,4,Tuesday,146,0,16
18,5,Monday,90,0,12
8,4,Friday,126,0,18
23,4,Friday,133,0,15
12,6,Sunday,125,0,16
0,4,Thursday,148,0,18
20,6,Tuesday,82,0,9
18,3,Friday,145,0,19
19,2,Thursday,112,0,15
21,3,Sunday,149,0,14
8,4,Sunday,145,0,19
0,2,Saturday,129,0,12
0,6,Friday,96,0,10
21,3,Wednesday,133,0,13
14,1,Monday,130,0,17
19,2,Friday,130,0,18
21,6,Saturday,122,0,13
11,1,Wednesday,145,0,19
10,2,Thursday,86,0,12
3,4,Sunday,98,0,9
22,6,Wednesday,94,0,11
6,2,Tuesday,115,0,12
12,2,Tuesday,120,0,16
2,2,Tuesday,152,0,15
11,3,Monday,126,0,16
4,1,Sunday,115,0,10
23,2,Wednesday,148,0,14
22,6,Wednesday,165,0,17
18,6,Wednesday,134,0,19
12,1,Monday,91,0,12
18,6,Friday,133,0,18
2,1,Saturday,137,0,12
19,1,Sunday,100,0,11
15,2,Sunday,110,0,15
13,6,Friday,144,0,19
10,1,Thursday,110,0,15
8,2,Wednesday,114,0,16
16,5,Saturday,120,0,15
15,5,Sunday,135,0,19
21,1,Sunday,134,0,11
24,2,Tuesday,131,0,14
22,5,Wednesday,150,0,16
3,3,Saturday,117,0,12
5,2,Monday,157,0,16
5,6,Sunday,152,0,14
15,5,Tuesday,92,0,13
24,5,Sunday,119,0,12
20,1,Friday,146,0,14
8,5,Sunday,147,0,19
2,5,Friday,165,0,18
7,2,Wednesday,124,0,13
11,1,Wednesday,104,0,13
6,1,Saturday,148,0,14
14,2,Sunday,120,0,14
1,1,Tuesday,149,0,13
6,5,Friday,91,0,9
3,1,Sunday,150,0,14
6,2,Sunday,120,0,11
0,4,Sunday,165,0,16
24,2,Friday,142,0,13
14,6,Friday,127,0,19
0,4,Saturday,94,0,9
22,2,Friday,152,0,14
4,1,Tuesday,158,0,15
20,4,Sunday,154,0,14
22,1,Friday,136,0,15
23,1,Sunday,165,0,16
2,3,Tuesday,134,0,13
14,5,Sunday,119,0,15
11,3,Friday,141,0,19
4,4,Tuesday,127,0,14
2,5,Sunday,112,0,11
18,4,Tuesday,133,0,17
4,1,Saturday,142,0,12
1,1,Wednesday,164,0,17
21,6,Thursday,143,0,15
1,2,Tuesday,136,0,14
20,3,Tuesday,165,0,17
9,3,Wednesday,111,0,14
2,2,Saturday,129,0,12
10,6,Thursday,148,0,19
21,5,Monday,138,0,15
3,3,Tuesday,131,0,13
2,6,Monday,114,0,12
5,1,Thursday,149,0,15
6,3,Monday,163,0,17
22,2,Sunday,165,0,16
24,1,Tuesday,124,0,13
14,2,Thursday,107,0,14
4,5,Saturday,141,0,13
7,3,Wednesday,109,0,11
21,2,Saturday,138,0,13
24,4,Thursday,165,0,15
17,4,Saturday,151,0,19
20,6,Tuesday,127,0,14
8,6,Sunday,112,0,15
23,5,Wednesday,149,0,16
23,2,Tuesday,107,0,12
11,2,Tuesday,106,0,14
0,1,Sunday,164,0,14
4,5,Wednesday,160,0,18
5,2,Thursday,135,0,14
1,1,Friday,119,0,13
23,1,Tuesday,132,0,13
10,3,Friday,136,0,17
6,1,Thursday,135,0,13
8,2,Sunday,134,0,16
6,2,Sunday,106,0,10
3,6,Saturday,102,0,10
20,3,Monday,121,0,13
5,4,Saturday,146,0,14
2,3,Wednesday,96,0,10
4,4,Monday,147,0,15
18,3,Wednesday,144,0,19
14,4,Tuesday,116,0,16
6,2,Sunday,152,0,13
22,3,Tuesday,165,0,19
21,5,Sunday,165,0,15
23,6,Friday,128,0,15
6,3,Wednesday,107,0,10
19,4,Tuesday,123,0,16
15,1,Tuesday,149,0,19
5,4,Saturday,132,0,12
24,4,Thursday,133,0,14
21,1,Thursday,93,0,9
0,2,Monday,143,0,14
6,6,Friday,105,0,11
14,5,Wednesday,142,0,19
13,1,Thursday,116,0,16
15,3,Saturday,140,0,18
3,4,Saturday,140,0,13
23,5,Tuesday,165,0,18
13,1,Saturday,92,0,11
20,5,Monday,92,0,10
10,2,Tuesday,107,0,14
6,1,Tuesday,148,0,15
23,2,Saturday,147,0,14
4,4,Thursday,165,0,19
5,2,Thursday,165,0,17
3,1,Friday,94,0,9
18,2,Wednesday,137,0,18
16,1,Saturday,138,0,17
14,1,Thursday,120,0,16
0,2,Sunday,151,0,14
3,1,Wednesday,114,0,12
5,6,Monday,165,0,19
14,2,Saturday,105,0,13
20,1,Tuesday,124,0,13
24,4,Wednesday,134,0,14
11,6,Thursday,71,0,10
1,3,Wednesday,165,0,17
3,1,Monday,139,0,14
0,2,Saturday,163,0,14
17,2,Monday,89,0,11
14,2,Sunday,95,0,12
21,3,Monday,153,0,15
3,1,Tuesday,104,0,11
6,5,Thursday,131,0,14
7,1,Saturday,165,0,14
24,6,Wednesday,165,0,18
19,1,Wednesday,95,0,13
9,4,Monday,138,0,19
10,5,Saturday,107,0,14
10,2,Tuesday,100,0,12
1,3,Saturday,137,0,13
0,1,Monday,165,0,16
22,2,Friday,149,0,14
19,4,Sunday,120,0,17
23,1,Wednesday,165,0,15
3,2,Friday,118,0,11
16,6,Sunday,135,0,17
16,5,Wednesday,128,0,16
4,1,Tuesday,119,0,11
10,6,Saturday,132,0,18
5,2,Wednesday,125,0,12
19,4,Saturday,142,0,18
11,6,Saturday,141,0,19
9,5,Friday,109,0,15
20,6,Tuesday,139,0,15
12,1,Friday,118,0,15
3,4,Wednesday,165,0,18
0,6,Sunday,121,0,13
17,5,Wednesday,116,0,16
14,1,Monday,116,0,15
24,3,Thursday,155,0,16
13,6,Wednesday,125,0,17
0,4,Saturday,165,0,16
24,5,Wednesday,165,0,17
4,5,Wednesday,103,0,11
8,2,Monday,127,0,17
0,1,Friday,89,0,9
20,6,Friday,155,0,16
21,5,Friday,165,0,19
19,1,Monday,130,0,17
18,4,Sunday,131,0,15
7,5,Sunday,117,0,10
1,3,Friday,150,0,16
20,4,Tuesday,137,0,14
21,5,Tuesday,165,0,18
18,1,Thursday,136,0,19
10,4,Saturday,132,0,17
24,1,Sunday,138,0,13
6,4,Saturday,122,0,11
3,1,Wednesday,138,0,14
4,3,Wednesday,165,0,16
6,2,Thursday,148,0,14
19,6,Saturday,125,0,17
13,5,Monday,134,0,17
16,1,Thursday,122,0,15
8,2,Monday,112,0,15
20,2,Monday,123,0,12
6,2,Wednesday,146,0,15
17,6,Saturday,113,0,15
22,4,Friday,152,0,16
8,6,Saturday,139,0,18
0,4,Friday,165,0,18
12,6,Saturday,131,0,17
15,6,Sunday,142,0,18
1,6,Thursday,97,0,10
15,5,Saturday,140,0,18
9,3,Monday,119,0,17
21,4,Friday,137,0,15
17,4,Friday,132,0,18
22,4,Monday,146,0,15
16,3,Monday,102,0,14
21,6,Friday,138,0,15
24,5,Thursday,158,0,16
22,3,Wednesday,134,0,14
21,5,Wednesday,140,0,15
21,4,Thursday,142,0,15
13,1,Wednesday,146,0,18
7,5,Thursday,143,0,16
1,2,Sunday,137,0,13
1,5,Thursday,165,0,18
8,4,Tuesday,126,0,18
21,3,Saturday,158,0,15
22,4,Thursday,136,0,15
18,6,Tuesday,139,0,19
17,6,Tuesday,132,0,18
23,2,Thursday,165,0,17
0,1,Friday,98,0,9
22,6,Saturday,125,0,12
4,5,Tuesday,124,0,13
24,4,Friday,155,0,16
1,2,Tuesday,141,0,15
16,4,Saturday,128,0,17
24,1,Sunday,145,0,13
